keywords,sentence,topic
"autonomous cars: driving, think, automonous, becaue, text, wont",i think we should not stop the development of automonous cars because i think there will be less accidents becaue they wont be drunk driving and text driving,autonomous cars
"autonomous cars: blind, improvements, drive, unable, huge, quality",it could lead to huge improvements in the quality of life for blind people who would be unable to drive otherwise,autonomous cars
"autonomous cars: create, curiosity, fearful",it will create dangerous conditions for human drivers who will either be fearful of this new technology or distracted by their curiosity and create a situation leading to more accidents,autonomous cars
"autonomous cars: human, programmed, react, accordingly, computer, error",its safer for a computer to drive then a human because it can be programmed to see everything and react accordingly without human error,autonomous cars
"autonomous cars: introduction, lost, jobs, autonomous, cars",many human jobs would be lost with the introduction of autonomous cars,autonomous cars
"autonomous cars: commute, easily, capable, autonomous, cars","many people who are not capable to drive, would be able to commute easily with autonomous cars",autonomous cars
"autonomous cars: judgement, complex, car, calls, every",no autonomous car will every be able to make complex judgement calls the way a human can.,autonomous cars
"autonomous cars: bug, matter, minor, technology, accidents","no matter how good the technology gets, one minor bug could cause a lot of accidents",autonomous cars
"autonomous cars: programming, accurate, matter, never, much","no matter how much programming you do, it would never be accurate as a human.",autonomous cars
"autonomous cars: busy, ready, ever, save","once they are ready they will save lives and free up time in an ever growing, busy world.",autonomous cars
"autonomous cars: shoddy, driving, accidents, rates, reduce, death",people cause more accidents by shoddy driving and autonomous cars would reduce death rates on the roads.,autonomous cars
"autonomous cars: take, vehicles, transport, somewhere, wait",people that can’t drive themselves around will benefit a lot from not having to wait for friends or family to take them somewhere or only take public transport when autonomous vehicles are on the roads.,autonomous cars
"autonomous cars: lorry, taxi, professions, drivers, risk",professions such as taxi or lorry drivers are at risk,autonomous cars
"autonomous cars: concerns, driving, causing, safety, self, cars",self driving cars can be hacked. causing safety concerns,autonomous cars
"autonomous cars: driving, drunk, alternative, self",self driving cars would provide a good alternative to drunk driving.,autonomous cars
"autonomous cars: disabled, development, help",such development would help the disabled people and those who can't drive.,autonomous cars
"autonomous cars: mode, reached, sections, vehicles, transport, reality",technology has now reached the point where autonomous vehicles are already a reality and will provide a safer mode of transport for all sections of society,autonomous cars
"autonomous cars: wasted, hacking, shown, far",tests so far have shown that autonomous cars are not safe and could be vulnerable to hacking so it's time to stop before more money is wasted on this.,autonomous cars
"autonomous cars: equipment, accidents, cars, dangerous, cause",the cars can be dangerous and cause accidents if the equipment fails.,autonomous cars
"autonomous cars: encounter, software, injuries","the computer programs and software that control autonomous cars may encounter glitches, which could cause accidents that result in injuries and even possibly death of people.",autonomous cars
"autonomous cars: reaction, superior, compared, usage, road",the development and usage of autonomous cars only increases road safety as they have superior reaction time compared to humans.,autonomous cars
"autonomous cars: leaps, foolish, advanced","the development of autonomous cars has already advanced in leaps and bounds, it would be foolish to stop it now",autonomous cars
