Argument,Topic,Hyper_topic,Counter
"People who can't get vaccinated due to medical reasons depend on herd immunity from mass vaccination of everyone else for protection, mandating vaccines maintains herd immunity.",Flu vaccination should be mandatory ,Flu vaccination,291
Herd immunity protects those who cannot get the vaccination due to allergies.,Flu vaccination should be mandatory ,Flu vaccination,291
"Many countries do not protect religious rights over the rights of the community, so the government has the obligation to protect more people through vaccination.",Flu vaccination should be mandatory ,Flu vaccination,291
"Flu vaccination should be mandatory because if a person were unaware of their own circumstances, they would prefer everyone to be vaccinated rather than risk getting a deadly flu.",Flu vaccination should be mandatory ,Flu vaccination,291
"It is immoral to spread diseases to others when it can be avoided. This is similar to assaulting others, even if the eventual damage is small.",Flu vaccination should be mandatory ,Flu vaccination,291
"The right to life is facilitative, so no right is more important than health and the protection of ones life.",Flu vaccination should be mandatory ,Flu vaccination,291
"Vulnerable populations who cannot be vaccinated and who are particularly vulnerable to flu-induced mortality--such as people with immunological deficiencies--require herd immunity to be safe, and herd immunity can only be achieved with mandatory vaccination.",Flu vaccination should be mandatory ,Flu vaccination,291
The state has an obligation to protect the majority of the citizens from reckless behavior of some of them.,Flu vaccination should be mandatory ,Flu vaccination,291
"The flu is deadly, especially for children, pregnant women, and the elderly and it is our duty to keep these people safe by ensuring no one around them carries this virus.",Flu vaccination should be mandatory ,Flu vaccination,291
"Greater demand to the vaccine decreases costs due to returns to scale in production, allowing people in poverty to protect their lives.",Flu vaccination should be mandatory ,Flu vaccination,291
"The mandate of flu vaccination can set critical precedent for other government interests as well as an important example of a health-related ""compelling state interest"".",Flu vaccination should be mandatory ,Flu vaccination,291
"Life and health are a prerequisite to accessing any other human rights, and because the flu vaccine facilitates both of these the government should intervene to mandate the vaccine and maximizing access to rights.",Flu vaccination should be mandatory ,Flu vaccination,291
Religious freedom is only important when it doesn't harm other people. Refusing to get the vaccine hurts others by reducing herd immunity.,Flu vaccination should be mandatory ,Flu vaccination,291
"The right of people for their bodies extends to the point where they harm others, here by getting sick they put others in danger, so they must be vaccinated",Flu vaccination should be mandatory ,Flu vaccination,291
"There is a substantial amount of misinformation about the flu vaccine that has led to people making irrational decisions, and mandating the flu vaccine would correct for this asymmetry of information.",Flu vaccination should be mandatory ,Flu vaccination,291
"The state should do all it can to save citizens lives, even if they don't want to, such as by preventing suicides. Therefore the state should vaccinate people of diseases.",Flu vaccination should be mandatory ,Flu vaccination,291
"the most vulnerable population to the flu is of course the elderly and the younger. as it is a terrible thing to cause harm to a helpless human being, vaccines should be mandatory.",Flu vaccination should be mandatory ,Flu vaccination,291
